"","workerid","rt","content","subjectGender","speakerGender","verb","utterance","contentNr","trigger_class","response","slide_number_in_experiment","age","language","assess","american","gender","comments","Answer.time_in_minutes","nResponse"
"5031",193,6249,"Isabella ate a steak on Sunday","M","M","say","Did Kevin say that Isabella ate a steak on Sunday?","7","C","No",14,33,"English","Yes","y","f","Interesting experiment on language for great pay.  The experiment was very clear.  Thank you!",2.73166666666667,0
"5032",193,7273,"Todd played football in high school",NA,"F","MC","Did Todd play football in high school?","control3","control","No",15,33,"English","Yes","y","f","Interesting experiment on language for great pay.  The experiment was very clear.  Thank you!",2.73166666666667,0
"5033",193,8607,"Owen shoveled snow last winter","F","M","be_right","Is Cynthia right that Owen shoveled snow last winter?","17","C","No",16,33,"English","Yes","y","f","Interesting experiment on language for great pay.  The experiment was very clear.  Thank you!",2.73166666666667,0
"5034",193,4259,"Mia drank 2 cocktails last night","M","M","be_annoyed","Is Ray annoyed that Mia drank 2 cocktails last night?","6","NonProj","Yes",17,33,"English","Yes","y","f","Interesting experiment on language for great pay.  The experiment was very clear.  Thank you!",2.73166666666667,1
"5035",193,7597,"Jayden rented a car","F","F","admit","Did Stephanie admit that Jayden rented a car?","14","C","Yes",18,33,"English","Yes","y","f","Interesting experiment on language for great pay.  The experiment was very clear.  Thank you!",2.73166666666667,1
"5036",193,4210,"Vanessa is good at math",NA,"F","MC","Is Vanessa good at math?","control4","control","No",19,33,"English","Yes","y","f","Interesting experiment on language for great pay.  The experiment was very clear.  Thank you!",2.73166666666667,0
"5037",193,7816,"Jackson ran 10 miles","F","F","see","Did Laura see that Jackson ran 10 miles?","13","NonProj","Yes",20,33,"English","Yes","y","f","Interesting experiment on language for great pay.  The experiment was very clear.  Thank you!",2.73166666666667,1
"5038",193,5825,"Emma studied on Saturday morning","M","M","know","Does Justin know that Emma studied on Saturday morning?","3","NonProj","Yes",21,33,"English","Yes","y","f","Interesting experiment on language for great pay.  The experiment was very clear.  Thank you!",2.73166666666667,1
"5039",193,5686,"Josie went on vacation to France","M","M","announce","Did Scott announce that Josie went on vacation to France?","2","C","Yes",22,33,"English","Yes","y","f","Interesting experiment on language for great pay.  The experiment was very clear.  Thank you!",2.73166666666667,1
"5040",193,4494,"Jon walks to work","F","F","establish","Did Ruth establish that Jon walks to work?","19","NonProj","No",23,33,"English","Yes","y","f","Interesting experiment on language for great pay.  The experiment was very clear.  Thank you!",2.73166666666667,0
"5041",193,4374,"Julian dances salsa","F","F","confess","Did Kathleen confess that Julian dances salsa?","18","C","Yes",24,33,"English","Yes","y","f","Interesting experiment on language for great pay.  The experiment was very clear.  Thank you!",2.73166666666667,1
"5042",193,3097,"Zack is coming to the meeting tomorrow",NA,"M","MC","Is Zack coming to the meeting tomorrow?","control1","control","No",25,33,"English","Yes","y","f","Interesting experiment on language for great pay.  The experiment was very clear.  Thank you!",2.73166666666667,0
"5043",193,4251,"Hendrick&quotechars car was expensive",NA,"M","MC","Was Hendrick&quotechars car expensive?","control6","control","No",26,33,"English","Yes","y","f","Interesting experiment on language for great pay.  The experiment was very clear.  Thank you!",2.73166666666667,0
"5044",193,6278,"Frank got a cat","F","F","think","Does Melissa think that Frank got a cat?","12","NonProj","No",27,33,"English","Yes","y","f","Interesting experiment on language for great pay.  The experiment was very clear.  Thank you!",2.73166666666667,0
"5045",194,13216,"Frank got a cat","F","M","prove","Did Melissa prove that Frank got a cat?","12","C","Yes",2,58,"English","Yes","y","f","",3.98633333333333,1
"5046",194,38294,"Emily bought a car yesterday","M","F","know","Does Brian know that Emily bought a car yesterday?","8","NonProj","Yes",3,58,"English","Yes","y","f","",3.98633333333333,1
"5047",194,7513,"Hendrick&quotechars car was expensive",NA,"M","MC","Was Hendrick&quotechars car expensive?","control6","control","No",4,58,"English","Yes","y","f","",3.98633333333333,0
"5048",194,10497,"Mia drank 2 cocktails last night","M","F","acknowledge","Did Ray acknowledge that Mia drank 2 cocktails last night?","6","C","Yes",5,58,"English","Yes","y","f","",3.98633333333333,1
"5049",194,13938,"Emma studied on Saturday morning","M","F","reveal","Did Justin reveal that Emma studied on Saturday morning?","3","NonProj","Yes",6,58,"English","Yes","y","f","",3.98633333333333,1
"5050",194,7617,"Todd played football in high school",NA,"F","MC","Did Todd play football in high school?","control3","control","No",7,58,"English","Yes","y","f","",3.98633333333333,0
"5051",194,7728,"Mary is pregnant","M","F","suggest","Did Patrick suggest that Mary is pregnant?","1","C","Yes",8,58,"English","Yes","y","f","",3.98633333333333,1
"5052",194,8359,"Charley speaks Spanish","F","F","confirm","Did Anna confirm that Charley speaks Spanish?","20","C","Yes",9,58,"English","Yes","y","f","",3.98633333333333,1
"5053",194,6716,"Grace visited her sister","M","M","say","Did Andrew say that Grace visited her sister?","9","C","No",10,58,"English","Yes","y","f","",3.98633333333333,0
"5054",194,19575,"Jayden rented a car","F","F","inform","Did Stephanie inform Sam that Jayden rented a car?","14","C","Yes",11,58,"English","Yes","y","f","",3.98633333333333,1
"5055",194,7865,"Josie went on vacation to France","M","F","pretend","Did Scott pretend that Josie went on vacation to France?","2","NonProj","Yes",12,58,"English","Yes","y","f","",3.98633333333333,1
"5056",194,5882,"Zack is coming to the meeting tomorrow",NA,"M","MC","Is Zack coming to the meeting tomorrow?","control1","control","No",13,58,"English","Yes","y","f","",3.98633333333333,0
"5057",194,5760,"Sophia got a tattoo","M","F","be_right","Is Ben right that Sophia got a tattoo?","5","C","Yes",14,58,"English","Yes","y","f","",3.98633333333333,1
"5058",194,6153,"Olivia sleeps until noon","M","M","announce","Did Jerry announce that Olivia sleeps until noon?","4","C","Yes",15,58,"English","Yes","y","f","",3.98633333333333,1
"5059",194,5603,"Isabella ate a steak on Sunday","M","F","hear","Did Kevin hear that Isabella ate a steak on Sunday?","7","C","Yes",16,58,"English","Yes","y","f","",3.98633333333333,1
"5060",194,3723,"Madison had a baby",NA,"M","MC","Did Madison have a baby?","control5","control","No",17,58,"English","Yes","y","f","",3.98633333333333,0
"5061",194,4995,"Jackson ran 10 miles","F","F","think","Does Laura think that Jackson ran 10 miles?","13","NonProj","Yes",18,58,"English","Yes","y","f","",3.98633333333333,1
"5062",194,5220,"Mary&quotechars aunt is sick",NA,"M","MC","Is Mary&quotechars aunt sick?","control2","control","No",19,58,"English","Yes","y","f","",3.98633333333333,0
"5063",194,13141,"Tony had a drink last night","F","M","establish","Did Rebecca establish that Tony had a drink last night?","15","NonProj","Yes",20,58,"English","Yes","y","f","",3.98633333333333,1
"5064",194,8999,"Owen shoveled snow last winter","F","M","demonstrate","Did Cynthia demonstrate that Owen shoveled snow last winter?","17","C","Yes",21,58,"English","Yes","y","f","",3.98633333333333,1
"5065",194,7122,"Jon walks to work","F","F","be_annoyed","Is Ruth annoyed that Jon walks to work?","19","NonProj","No",22,58,"English","Yes","y","f","",3.98633333333333,0
"5066",194,7481,"Josh learned to ride a bike yesterday","F","M","see","Did Sharon see that Josh learned to ride a bike yesterday?","16","NonProj","Yes",23,58,"English","Yes","y","f","",3.98633333333333,1
"5067",194,8921,"Zoe calculated the tip","M","M","confess","Did Tim confess that Zoe calculated the tip?","10","C","No",24,58,"English","Yes","y","f","",3.98633333333333,0
"5068",194,4736,"Danny ate the last cupcake","F","M","admit","Did Amanda admit that Danny ate the last cupcake?","11","C","Yes",25,58,"English","Yes","y","f","",3.98633333333333,1
"5069",194,3904,"Julian dances salsa","F","M","discover","Did Kathleen discover that Julian dances salsa?","18","NonProj","No",26,58,"English","Yes","y","f","",3.98633333333333,0
"5070",194,6222,"Vanessa is good at math",NA,"F","MC","Is Vanessa good at math?","control4","control","No",27,58,"English","Yes","y","f","",3.98633333333333,0
"5071",195,7318,"Mary&quotechars aunt is sick",NA,"F","MC","Is Mary&quotechars aunt sick?","control2","control","No",2,24,"English","Yes","y","f","I think this experiment is priced fairly. Thanks :)",2.90681666666667,0
"5072",195,11792,"Olivia sleeps until noon","M","F","be_right","Is Jerry right that Olivia sleeps until noon?","4","C","No",3,24,"English","Yes","y","f","I think this experiment is priced fairly. Thanks :)",2.90681666666667,0
"5073",195,14720,"Zoe calculated the tip","M","M","demonstrate","Did Tim demonstrate that Zoe calculated the tip?","10","C","Yes",4,24,"English","Yes","y","f","I think this experiment is priced fairly. Thanks :)",2.90681666666667,1
"5074",195,4589,"Todd played football in high school",NA,"M","MC","Did Todd play football in high school?","control3","control","No",5,24,"English","Yes","y","f","I think this experiment is priced fairly. Thanks :)",2.90681666666667,0
"5075",195,4471,"Zack is coming to the meeting tomorrow",NA,"F","MC","Is Zack coming to the meeting tomorrow?","control1","control","No",6,24,"English","Yes","y","f","I think this experiment is priced fairly. Thanks :)",2.90681666666667,0
"5076",195,11144,"Mary is pregnant","M","F","prove","Did Patrick prove that Mary is pregnant?","1","C","Yes",7,24,"English","Yes","y","f","I think this experiment is priced fairly. Thanks :)",2.90681666666667,1
"5077",195,4653,"Emily bought a car yesterday","M","M","confirm","Did Brian confirm that Emily bought a car yesterday?","8","C","Yes",8,24,"English","Yes","y","f","I think this experiment is priced fairly. Thanks :)",2.90681666666667,1
"5078",195,3990,"Jon walks to work","F","F","know","Does Ruth know that Jon walks to work?","19","NonProj","Yes",9,24,"English","Yes","y","f","I think this experiment is priced fairly. Thanks :)",2.90681666666667,1
"5079",195,4551,"Grace visited her sister","M","M","see","Did Andrew see that Grace visited her sister?","9","NonProj","Yes",10,24,"English","Yes","y","f","I think this experiment is priced fairly. Thanks :)",2.90681666666667,1
"5080",195,6692,"Emma studied on Saturday morning","M","M","reveal","Did Justin reveal that Emma studied on Saturday morning?","3","NonProj","Yes",11,24,"English","Yes","y","f","I think this experiment is priced fairly. Thanks :)",2.90681666666667,1
"5081",195,4738,"Danny ate the last cupcake","F","F","admit","Did Amanda admit that Danny ate the last cupcake?","11","C","Yes",12,24,"English","Yes","y","f","I think this experiment is priced fairly. Thanks :)",2.90681666666667,1
"5082",195,7831,"Sophia got a tattoo","M","F","hear","Did Ben hear that Sophia got a tattoo?","5","C","Yes",13,24,"English","Yes","y","f","I think this experiment is priced fairly. Thanks :)",2.90681666666667,1
"5083",195,11631,"Isabella ate a steak on Sunday","M","F","establish","Did Kevin establish that Isabella ate a steak on Sunday?","7","NonProj","Yes",14,24,"English","Yes","y","f","I think this experiment is priced fairly. Thanks :)",2.90681666666667,1
"5084",195,6769,"Charley speaks Spanish","F","M","inform","Did Anna inform Sam that Charley speaks Spanish?","20","C","Yes",15,24,"English","Yes","y","f","I think this experiment is priced fairly. Thanks :)",2.90681666666667,1
"5085",195,6466,"Julian dances salsa","F","F","discover","Did Kathleen discover that Julian dances salsa?","18","NonProj","Yes",16,24,"English","Yes","y","f","I think this experiment is priced fairly. Thanks :)",2.90681666666667,1
"5086",195,7896,"Josh learned to ride a bike yesterday","F","M","say","Did Sharon say that Josh learned to ride a bike yesterday?","16","C","No",17,24,"English","Yes","y","f","I think this experiment is priced fairly. Thanks :)",2.90681666666667,0
"5087",195,3227,"Hendrick&quotechars car was expensive",NA,"M","MC","Was Hendrick&quotechars car expensive?","control6","control","No",18,24,"English","Yes","y","f","I think this experiment is priced fairly. Thanks :)",2.90681666666667,0
"5088",195,4607,"Tony had a drink last night","F","F","pretend","Did Rebecca pretend that Tony had a drink last night?","15","NonProj","No",19,24,"English","Yes","y","f","I think this experiment is priced fairly. Thanks :)",2.90681666666667,0
"5089",195,7667,"Owen shoveled snow last winter","F","F","confess","Did Cynthia confess that Owen shoveled snow last winter?","17","C","No",20,24,"English","Yes","y","f","I think this experiment is priced fairly. Thanks :)",2.90681666666667,0
"5090",195,2934,"Jayden rented a car","F","M","announce","Did Stephanie announce that Jayden rented a car?","14","C","Yes",21,24,"English","Yes","y","f","I think this experiment is priced fairly. Thanks :)",2.90681666666667,1
"5091",195,3780,"Frank got a cat","F","F","suggest","Did Melissa suggest that Frank got a cat?","12","C","No",22,24,"English","Yes","y","f","I think this experiment is priced fairly. Thanks :)",2.90681666666667,0
