"","X","workerid","rt","subjectGender","speakerGender","content","verb","contentNr","trigger_class","response","slide_number_in_experiment","age","language","asses","american","gender","comments","Answer.time_in_minutes","predicateClause"
"1575",1743,62,6463,"F","M","Jayden rented a car","inform","14","C",0.98,11,45,"English","Yes",0,"Male","The compensation promised for the HIT seems fair.",5.08475,"inform_Sam.Jayden rented a car"
"1578",1746,62,4529,"F","F","Tony had a drink last night","prove","15","C",0.98,14,45,"English","Yes",0,"Male","The compensation promised for the HIT seems fair.",5.08475,"prove.Tony had a drink last night"
"1581",1749,62,4934,"M","M","Josie went on vacation to France","reveal","2","NonProj",0.99,17,45,"English","Yes",0,"Male","The compensation promised for the HIT seems fair.",5.08475,"reveal.Josie went on vacation to France"
"1582",1750,62,7508,"M","M","Emma studied on Saturday morning","be_annoyed","3","NonProj",0.98,18,45,"English","Yes",0,"Male","The compensation promised for the HIT seems fair.",5.08475,"annoyed.Emma studied on Saturday morning"
"1583",1751,62,4853,"M","F","Olivia sleeps until noon","confirm","4","C",0.97,19,45,"English","Yes",0,"Male","The compensation promised for the HIT seems fair.",5.08475,"confirm.Olivia sleeps until noon"
"1584",1752,62,4014,"F","F","Charley speaks Spanish","suggest","20","C",0.99,20,45,"English","Yes",0,"Male","The compensation promised for the HIT seems fair.",5.08475,"suggest.Charley speaks Spanish"
"1585",1753,62,4238,"F","F","Julian dances salsa","confess","18","C",0.99,21,45,"English","Yes",0,"Male","The compensation promised for the HIT seems fair.",5.08475,"confess.Julian dances salsa"
"1586",1754,62,8666,"F","F","Jon walks to work","pretend","19","NonProj",0.02,22,45,"English","Yes",0,"Male","The compensation promised for the HIT seems fair.",5.08475,"pretend.Jon walks to work"
"1587",1755,62,4102,"F","F","Frank got a cat","discover","12","NonProj",0.98,23,45,"English","Yes",0,"Male","The compensation promised for the HIT seems fair.",5.08475,"discover.Frank got a cat"
"1589",1757,62,14098,"M","F","Zoe calculated the tip","acknowledge","10","C",0.98,25,45,"English","Yes",0,"Male","The compensation promised for the HIT seems fair.",5.08475,"acknowledge.Zoe calculated the tip"
"1590",1758,62,5692,"M","F","Isabella ate a steak on Sunday","demonstrate","7","C",0.99,26,45,"English","Yes",0,"Male","The compensation promised for the HIT seems fair.",5.08475,"demonstrate.Isabella ate a steak on Sunday"
"1591",1759,62,3639,"F","F","Jackson ran 10 miles","see","13","NonProj",0.99,27,45,"English","Yes",0,"Male","The compensation promised for the HIT seems fair.",5.08475,"see.Jackson ran 10 miles"
"1592",1760,62,8029,"M","M","Grace visited her sister","say","9","C",0.93,28,45,"English","Yes",0,"Male","The compensation promised for the HIT seems fair.",5.08475,"say.Grace visited her sister"
"1593",1761,62,7982,"M","M","Mia drank 2 cocktails last night","think","6","NonProj",0.47,29,45,"English","Yes",0,"Male","The compensation promised for the HIT seems fair.",5.08475,"think.Mia drank 2 cocktails last night"
"1595",1763,62,16473,"F","M","Josh learned to ride a bike yesterday","admit","16","C",0.98,31,45,"English","Yes",0,"Male","The compensation promised for the HIT seems fair.",5.08475,"admit.Josh learned to ride a bike yesterday"
"1596",1764,62,6363,"M","F","Mary is pregnant","announce","1","C",0.92,32,45,"English","Yes",0,"Male","The compensation promised for the HIT seems fair.",5.08475,"announce.Mary is pregnant"
"1597",1765,63,6000,"M","F","Sophia got a tattoo","know","5","NonProj",1,5,63,"English","Yes",0,"Male","Interesting and fair pay",4.37563333333333,"know.Sophia got a tattoo"
"1598",1766,63,7700,"F","F","Julian dances salsa","see","18","NonProj",1,6,63,"English","Yes",0,"Male","Interesting and fair pay",4.37563333333333,"see.Julian dances salsa"
"1599",1767,63,7670,"M","F","Emma studied on Saturday morning","confirm","3","C",1,7,63,"English","Yes",0,"Male","Interesting and fair pay",4.37563333333333,"confirm.Emma studied on Saturday morning"
"1600",1768,63,6685,"M","F","Zoe calculated the tip","discover","10","NonProj",1,8,63,"English","Yes",0,"Male","Interesting and fair pay",4.37563333333333,"discover.Zoe calculated the tip"
"1601",1769,63,5712,"F","F","Jon walks to work","establish","19","NonProj",1,9,63,"English","Yes",0,"Male","Interesting and fair pay",4.37563333333333,"establish.Jon walks to work"
"1602",1770,63,13035,"M","M","Josie went on vacation to France","suggest","2","C",0.01,10,63,"English","Yes",0,"Male","Interesting and fair pay",4.37563333333333,"suggest.Josie went on vacation to France"
"1604",1772,63,8206,"F","F","Danny ate the last cupcake","acknowledge","11","C",0.99,12,63,"English","Yes",0,"Male","Interesting and fair pay",4.37563333333333,"acknowledge.Danny ate the last cupcake"
"1606",1774,63,6806,"F","M","Owen shoveled snow last winter","be_right","17","C",0.98,14,63,"English","Yes",0,"Male","Interesting and fair pay",4.37563333333333,"be_right_that.Owen shoveled snow last winter"
"1607",1775,63,6032,"M","F","Isabella ate a steak on Sunday","pretend","7","NonProj",0.02,15,63,"English","Yes",0,"Male","Interesting and fair pay",4.37563333333333,"pretend.Isabella ate a steak on Sunday"
"1610",1778,63,6896,"M","M","Olivia sleeps until noon","admit","4","C",0.99,18,63,"English","Yes",0,"Male","Interesting and fair pay",4.37563333333333,"admit.Olivia sleeps until noon"
"1611",1779,63,5839,"F","M","Jayden rented a car","inform","14","C",0.98,19,63,"English","Yes",0,"Male","Interesting and fair pay",4.37563333333333,"inform_Sam.Jayden rented a car"
"1612",1780,63,3970,"F","M","Frank got a cat","be_annoyed","12","NonProj",0.99,20,63,"English","Yes",0,"Male","Interesting and fair pay",4.37563333333333,"annoyed.Frank got a cat"
"1613",1781,63,6597,"M","F","Mary is pregnant","hear","1","C",0.03,21,63,"English","Yes",0,"Male","Interesting and fair pay",4.37563333333333,"hear.Mary is pregnant"
"1614",1782,63,6980,"F","M","Jackson ran 10 miles","think","13","NonProj",0.02,22,63,"English","Yes",0,"Male","Interesting and fair pay",4.37563333333333,"think.Jackson ran 10 miles"
"1615",1783,63,5470,"M","M","Emily bought a car yesterday","prove","8","C",0.98,23,63,"English","Yes",0,"Male","Interesting and fair pay",4.37563333333333,"prove.Emily bought a car yesterday"
"1617",1785,63,9083,"M","F","Mia drank 2 cocktails last night","say","6","C",0.5,25,63,"English","Yes",0,"Male","Interesting and fair pay",4.37563333333333,"say.Mia drank 2 cocktails last night"
"1618",1786,63,10856,"F","F","Josh learned to ride a bike yesterday","demonstrate","16","C",0.78,26,63,"English","Yes",0,"Male","Interesting and fair pay",4.37563333333333,"demonstrate.Josh learned to ride a bike yesterday"
"1619",1787,63,6274,"F","M","Tony had a drink last night","reveal","15","NonProj",0.98,27,63,"English","Yes",0,"Male","Interesting and fair pay",4.37563333333333,"reveal.Tony had a drink last night"
"1620",1788,63,5043,"F","M","Charley speaks Spanish","confess","20","C",0.98,28,63,"English","Yes",0,"Male","Interesting and fair pay",4.37563333333333,"confess.Charley speaks Spanish"
"1622",1790,63,5372,"M","F","Grace visited her sister","announce","9","C",0.98,30,63,"English","Yes",0,"Male","Interesting and fair pay",4.37563333333333,"announce.Grace visited her sister"
"1625",1793,64,7589,"F","F","Charley speaks Spanish","reveal","20","NonProj",1,5,27,"english","Yes",0,"Male","1.00",5.07481666666667,"reveal.Charley speaks Spanish"
"1626",1794,64,7567,"M","F","Isabella ate a steak on Sunday","confess","7","C",1,6,27,"english","Yes",0,"Male","1.00",5.07481666666667,"confess.Isabella ate a steak on Sunday"
"1627",1795,64,6403,"M","M","Emily bought a car yesterday","admit","8","C",1,7,27,"english","Yes",0,"Male","1.00",5.07481666666667,"admit.Emily bought a car yesterday"
"1628",1796,64,7286,"F","F","Frank got a cat","inform","12","C",1,8,27,"english","Yes",0,"Male","1.00",5.07481666666667,"inform_Sam.Frank got a cat"
"1629",1797,64,6947,"M","F","Mia drank 2 cocktails last night","prove","6","C",1,9,27,"english","Yes",0,"Male","1.00",5.07481666666667,"prove.Mia drank 2 cocktails last night"
"1631",1799,64,7862,"M","F","Josie went on vacation to France","demonstrate","2","C",1,11,27,"english","Yes",0,"Male","1.00",5.07481666666667,"demonstrate.Josie went on vacation to France"
"1632",1800,64,5536,"F","F","Jayden rented a car","suggest","14","C",1,12,27,"english","Yes",0,"Male","1.00",5.07481666666667,"suggest.Jayden rented a car"
"1633",1801,64,7298,"F","M","Danny ate the last cupcake","say","11","C",1,13,27,"english","Yes",0,"Male","1.00",5.07481666666667,"say.Danny ate the last cupcake"
"1637",1805,64,7551,"F","M","Josh learned to ride a bike yesterday","acknowledge","16","C",1,17,27,"english","Yes",0,"Male","1.00",5.07481666666667,"acknowledge.Josh learned to ride a bike yesterday"
"1638",1806,64,8156,"M","M","Emma studied on Saturday morning","establish","3","NonProj",1,18,27,"english","Yes",0,"Male","1.00",5.07481666666667,"establish.Emma studied on Saturday morning"
"1639",1807,64,5213,"M","M","Mary is pregnant","discover","1","NonProj",1,19,27,"english","Yes",0,"Male","1.00",5.07481666666667,"discover.Mary is pregnant"
"1640",1808,64,5106,"M","F","Sophia got a tattoo","announce","5","C",1,20,27,"english","Yes",0,"Male","1.00",5.07481666666667,"announce.Sophia got a tattoo"
"1641",1809,64,14084,"M","F","Zoe calculated the tip","pretend","10","NonProj",0,21,27,"english","Yes",0,"Male","1.00",5.07481666666667,"pretend.Zoe calculated the tip"
"1643",1811,64,5950,"F","F","Jon walks to work","see","19","NonProj",1,23,27,"english","Yes",0,"Male","1.00",5.07481666666667,"see.Jon walks to work"
"1645",1813,64,8343,"F","F","Owen shoveled snow last winter","know","17","NonProj",1,25,27,"english","Yes",0,"Male","1.00",5.07481666666667,"know.Owen shoveled snow last winter"
"1647",1815,64,6339,"M","M","Olivia sleeps until noon","think","4","NonProj",0,27,27,"english","Yes",0,"Male","1.00",5.07481666666667,"think.Olivia sleeps until noon"
"1648",1816,64,5012,"M","M","Grace visited her sister","hear","9","C",1,28,27,"english","Yes",0,"Male","1.00",5.07481666666667,"hear.Grace visited her sister"
"1649",1817,64,9649,"F","M","Jackson ran 10 miles","be_annoyed","13","NonProj",1,29,27,"english","Yes",0,"Male","1.00",5.07481666666667,"annoyed.Jackson ran 10 miles"
"1651",1819,64,5954,"F","M","Julian dances salsa","be_right","18","C",1,31,27,"english","Yes",0,"Male","1.00",5.07481666666667,"be_right_that.Julian dances salsa"
"1652",1820,64,5844,"F","F","Tony had a drink last night","confirm","15","C",1,32,27,"english","Yes",0,"Male","1.00",5.07481666666667,"confirm.Tony had a drink last night"
"1653",1821,65,12234,"F","F","Tony had a drink last night","pretend","15","NonProj",0,5,48,"english","Yes",0,"Female","I think the pay is fair the hit does not take that long, thank you.",7.27911666666667,"pretend.Tony had a drink last night"
"1654",1822,65,8712,"F","M","Julian dances salsa","reveal","18","NonProj",0.99,6,48,"english","Yes",0,"Female","I think the pay is fair the hit does not take that long, thank you.",7.27911666666667,"reveal.Julian dances salsa"
"1655",1823,65,11642,"F","M","Josh learned to ride a bike yesterday","demonstrate","16","C",0.55,7,48,"english","Yes",0,"Female","I think the pay is fair the hit does not take that long, thank you.",7.27911666666667,"demonstrate.Josh learned to ride a bike yesterday"
"1656",1824,65,7272,"M","F","Zoe calculated the tip","establish","10","NonProj",0.98,8,48,"english","Yes",0,"Female","I think the pay is fair the hit does not take that long, thank you.",7.27911666666667,"establish.Zoe calculated the tip"
"1657",1825,65,9780,"M","F","Mary is pregnant","acknowledge","1","C",0.98,9,48,"english","Yes",0,"Female","I think the pay is fair the hit does not take that long, thank you.",7.27911666666667,"acknowledge.Mary is pregnant"
"1659",1827,65,12018,"M","M","Mia drank 2 cocktails last night","inform","6","C",0.97,11,48,"english","Yes",0,"Female","I think the pay is fair the hit does not take that long, thank you.",7.27911666666667,"inform_Sam.Mia drank 2 cocktails last night"
"1660",1828,65,6422,"F","M","Charley speaks Spanish","hear","20","C",0.97,12,48,"english","Yes",0,"Female","I think the pay is fair the hit does not take that long, thank you.",7.27911666666667,"hear.Charley speaks Spanish"
"1663",1831,65,5574,"M","M","Sophia got a tattoo","announce","5","C",0.98,15,48,"english","Yes",0,"Female","I think the pay is fair the hit does not take that long, thank you.",7.27911666666667,"announce.Sophia got a tattoo"
"1665",1833,65,7876,"M","M","Josie went on vacation to France","think","2","NonProj",0.47,17,48,"english","Yes",0,"Female","I think the pay is fair the hit does not take that long, thank you.",7.27911666666667,"think.Josie went on vacation to France"
"1666",1834,65,8940,"M","F","Emily bought a car yesterday","say","8","C",0.97,18,48,"english","Yes",0,"Female","I think the pay is fair the hit does not take that long, thank you.",7.27911666666667,"say.Emily bought a car yesterday"
"1667",1835,65,10692,"M","M","Isabella ate a steak on Sunday","see","7","NonProj",0.98,19,48,"english","Yes",0,"Female","I think the pay is fair the hit does not take that long, thank you.",7.27911666666667,"see.Isabella ate a steak on Sunday"
"1669",1837,65,5606,"M","M","Olivia sleeps until noon","know","4","NonProj",0.98,21,48,"english","Yes",0,"Female","I think the pay is fair the hit does not take that long, thank you.",7.27911666666667,"know.Olivia sleeps until noon"
"1670",1838,65,5240,"F","F","Frank got a cat","admit","12","C",0.98,22,48,"english","Yes",0,"Female","I think the pay is fair the hit does not take that long, thank you.",7.27911666666667,"admit.Frank got a cat"
"1671",1839,65,9584,"F","F","Owen shoveled snow last winter","suggest","17","C",0.98,23,48,"english","Yes",0,"Female","I think the pay is fair the hit does not take that long, thank you.",7.27911666666667,"suggest.Owen shoveled snow last winter"
"1672",1840,65,7412,"M","F","Emma studied on Saturday morning","be_right","3","C",0.99,24,48,"english","Yes",0,"Female","I think the pay is fair the hit does not take that long, thank you.",7.27911666666667,"be_right_that.Emma studied on Saturday morning"
"1673",1841,65,6388,"F","F","Danny ate the last cupcake","discover","11","NonProj",0.97,25,48,"english","Yes",0,"Female","I think the pay is fair the hit does not take that long, thank you.",7.27911666666667,"discover.Danny ate the last cupcake"
"1674",1842,65,7356,"F","M","Jon walks to work","be_annoyed","19","NonProj",0.99,26,48,"english","Yes",0,"Female","I think the pay is fair the hit does not take that long, thank you.",7.27911666666667,"annoyed.Jon walks to work"
"1676",1844,65,7574,"F","M","Jayden rented a car","confirm","14","C",0.98,28,48,"english","Yes",0,"Female","I think the pay is fair the hit does not take that long, thank you.",7.27911666666667,"confirm.Jayden rented a car"
"1679",1847,65,7302,"M","F","Grace visited her sister","prove","9","C",0.99,31,48,"english","Yes",0,"Female","I think the pay is fair the hit does not take that long, thank you.",7.27911666666667,"prove.Grace visited her sister"
"1680",1848,65,6886,"F","F","Jackson ran 10 miles","confess","13","C",0.98,32,48,"english","Yes",0,"Female","I think the pay is fair the hit does not take that long, thank you.",7.27911666666667,"confess.Jackson ran 10 miles"
"1681",1849,66,4935,"M","F","Zoe calculated the tip","see","10","NonProj",0.99,5,28,"English","Yes",0,"Female","",2.91333333333333,"see.Zoe calculated the tip"
"1682",1850,66,4096,"F","F","Josh learned to ride a bike yesterday","confirm","16","C",1,6,28,"English","Yes",0,"Female","",2.91333333333333,"confirm.Josh learned to ride a bike yesterday"
"1683",1851,66,2720,"M","M","Mary is pregnant","prove","1","C",0.98,7,28,"English","Yes",0,"Female","",2.91333333333333,"prove.Mary is pregnant"
"1685",1853,66,2912,"F","F","Jackson ran 10 miles","demonstrate","13","C",0.98,9,28,"English","Yes",0,"Female","",2.91333333333333,"demonstrate.Jackson ran 10 miles"
"1686",1854,66,3895,"F","M","Charley speaks Spanish","be_right","20","C",0.98,10,28,"English","Yes",0,"Female","",2.91333333333333,"be_right_that.Charley speaks Spanish"
"1688",1856,66,4664,"M","F","Mia drank 2 cocktails last night","acknowledge","6","C",0.77,12,28,"English","Yes",0,"Female","",2.91333333333333,"acknowledge.Mia drank 2 cocktails last night"
"1690",1858,66,4495,"F","F","Tony had a drink last night","announce","15","C",0.99,14,28,"English","Yes",0,"Female","",2.91333333333333,"announce.Tony had a drink last night"
"1691",1859,66,3472,"F","F","Jon walks to work","reveal","19","NonProj",0.98,15,28,"English","Yes",0,"Female","",2.91333333333333,"reveal.Jon walks to work"
"1693",1861,66,3081,"M","F","Grace visited her sister","think","9","NonProj",0.49,17,28,"English","Yes",0,"Female","",2.91333333333333,"think.Grace visited her sister"
"1696",1864,66,4520,"M","M","Sophia got a tattoo","admit","5","C",0.99,20,28,"English","Yes",0,"Female","",2.91333333333333,"admit.Sophia got a tattoo"
