workerid,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
189,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3634BBTX0OVWVSH5V3201ZDFYNSIF0,189,Approved,Tue Jun 23 08:05:54 CEST 2015,Mon Jun 22 15:22:53 CEST 2015,Mon Jun 22 15:25:54 CEST 2015,Mon Jun 22 17:54:43 CEST 2015,,,,,[],{},2.9979666666666667
190,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,36W0OB37HWF24EXLQXEM4FSIAF7HZU,190,Approved,Tue Jun 23 08:06:05 CEST 2015,Mon Jun 22 15:18:14 CEST 2015,Mon Jun 22 15:26:05 CEST 2015,Mon Jun 22 17:54:43 CEST 2015,,,,,[],{},7.79605
191,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3LJ7UR74RHEEBDV782J9F3C5VWE4NF,191,Approved,Tue Jun 23 08:06:10 CEST 2015,Mon Jun 22 15:21:07 CEST 2015,Mon Jun 22 15:26:10 CEST 2015,Mon Jun 22 17:54:44 CEST 2015,,,,,[],{},5.003166666666667
192,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3NGI5ARFTT6XMZA11ZDZLUAXJR5P1J,192,Approved,Tue Jun 23 08:06:12 CEST 2015,Mon Jun 22 15:22:30 CEST 2015,Mon Jun 22 15:26:12 CEST 2015,Mon Jun 22 17:54:44 CEST 2015,,,,,[],{},2.5900166666666666
193,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3YGXWBAF70IVK9YGJCAVZSITWS0C45,193,Approved,Tue Jun 23 08:06:59 CEST 2015,Mon Jun 22 15:22:49 CEST 2015,Mon Jun 22 15:26:59 CEST 2015,Mon Jun 22 17:54:44 CEST 2015,,,,,[],{},4.12935
194,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3U5JL4WY5KAJN79BA86ID533XAO4XZ,194,Approved,Tue Jun 23 08:07:03 CEST 2015,Mon Jun 22 15:24:24 CEST 2015,Mon Jun 22 15:27:03 CEST 2015,Mon Jun 22 17:54:44 CEST 2015,,,,,[],{},2.631266666666667
195,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3J4Q2Z4UTY4BNCRJY0H9EPQ1K0ZQW9,195,Approved,Tue Jun 23 08:07:16 CEST 2015,Mon Jun 22 15:24:28 CEST 2015,Mon Jun 22 15:27:16 CEST 2015,Mon Jun 22 17:54:44 CEST 2015,,,,,[],{},2.77075
196,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3K2755HG5S4FNH1J3P1PA2X26IKDFT,196,Approved,Tue Jun 23 08:07:22 CEST 2015,Mon Jun 22 15:17:08 CEST 2015,Mon Jun 22 15:27:22 CEST 2015,Mon Jun 22 17:54:44 CEST 2015,,,,,[],{},10.201966666666667
197,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,34S9DKFK73QU9K9RX97GVSGCQXCNYI,197,Approved,Tue Jun 23 08:07:31 CEST 2015,Mon Jun 22 15:24:32 CEST 2015,Mon Jun 22 15:27:31 CEST 2015,Mon Jun 22 17:54:44 CEST 2015,,,,,[],{},2.9585
198,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,31HQ4X3T3SB7PYUXMQZC0EOM4HGLS0,198,Approved,Tue Jun 23 08:07:40 CEST 2015,Mon Jun 22 15:24:21 CEST 2015,Mon Jun 22 15:27:40 CEST 2015,Mon Jun 22 17:54:45 CEST 2015,,,,,[],{},3.247533333333333
199,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3SLE99ER0NESD1UZQ54QI4PKF23BZ9,199,Approved,Tue Jun 23 08:07:42 CEST 2015,Mon Jun 22 15:20:18 CEST 2015,Mon Jun 22 15:27:42 CEST 2015,Mon Jun 22 17:54:45 CEST 2015,,,,,[],{},2.6601833333333333
200,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,386PBUZZXFYEQVB7ZWQY8DXZ8Y4JLJ,200,Approved,Tue Jun 23 08:08:07 CEST 2015,Mon Jun 22 15:23:19 CEST 2015,Mon Jun 22 15:28:07 CEST 2015,Mon Jun 22 17:54:51 CEST 2015,,,,,[],{},4.743783333333333
201,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3HVVDCPGTETS4XEBU5TS4RM4FFYTYP,201,Approved,Tue Jun 23 08:08:22 CEST 2015,Mon Jun 22 15:25:14 CEST 2015,Mon Jun 22 15:28:22 CEST 2015,Mon Jun 22 17:54:51 CEST 2015,,,,,[],{},3.1018
202,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3X87C8JFV6CIGVAAEV78H0NGEN3QSU,202,Approved,Tue Jun 23 08:09:08 CEST 2015,Mon Jun 22 15:23:30 CEST 2015,Mon Jun 22 15:29:08 CEST 2015,Mon Jun 22 17:54:51 CEST 2015,,,,,[],{},5.6041
203,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3M0NZ3JDP1ZQOLDQPVDDFIPS56GZ5V,203,Approved,Tue Jun 23 08:09:17 CEST 2015,Mon Jun 22 15:25:57 CEST 2015,Mon Jun 22 15:29:17 CEST 2015,Mon Jun 22 17:54:52 CEST 2015,,,,,[],{},2.3955166666666665
204,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3RYC5T2D73ULF49IZTSERLSANPZRPH,204,Approved,Tue Jun 23 08:09:58 CEST 2015,Mon Jun 22 15:27:25 CEST 2015,Mon Jun 22 15:29:58 CEST 2015,Mon Jun 22 17:54:52 CEST 2015,,,,,[],{},2.52855
205,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3AMYWKA6YBNA8LZXS5C1RQWOHXP6OH,205,Approved,Tue Jun 23 08:09:59 CEST 2015,Mon Jun 22 15:18:00 CEST 2015,Mon Jun 22 15:29:59 CEST 2015,Mon Jun 22 17:54:52 CEST 2015,,,,,[],{},2.8680833333333333
206,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,36ZN444YTRZQ15UYU6LQOTMTQOJIOM,206,Approved,Tue Jun 23 08:10:02 CEST 2015,Mon Jun 22 15:25:37 CEST 2015,Mon Jun 22 15:30:02 CEST 2015,Mon Jun 22 17:54:52 CEST 2015,,,,,[],{},2.0117
207,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3Z7ISHFUH0W9B3WSNTKGR2ZJ7WHZ8X,207,Approved,Tue Jun 23 08:10:29 CEST 2015,Mon Jun 22 15:28:11 CEST 2015,Mon Jun 22 15:30:29 CEST 2015,Mon Jun 22 17:54:52 CEST 2015,,,,,[],{},2.26075
208,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,34PGFRQONOCU1PN63AX0HOEF658JWC,208,Approved,Tue Jun 23 08:11:38 CEST 2015,Mon Jun 22 15:27:58 CEST 2015,Mon Jun 22 15:31:38 CEST 2015,Mon Jun 22 17:54:52 CEST 2015,,,,,[],{},3.6250833333333334
209,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3KKG4CDWKIZTMBRD7S04X2HLQ7X94L,209,Approved,Tue Jun 23 08:11:59 CEST 2015,Mon Jun 22 15:17:33 CEST 2015,Mon Jun 22 15:31:59 CEST 2015,Mon Jun 22 17:54:52 CEST 2015,,,,,[],{},4.302933333333334
210,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3FIUS151DV3OD175GZ8FY80BKP0GG5,210,Approved,Tue Jun 23 08:12:02 CEST 2015,Mon Jun 22 15:27:36 CEST 2015,Mon Jun 22 15:32:02 CEST 2015,Mon Jun 22 17:54:52 CEST 2015,,,,,[],{},3.6141
211,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3JW0YLFXRTHG79N5A9GF6E8N81GWWJ,211,Approved,Tue Jun 23 08:12:12 CEST 2015,Mon Jun 22 15:28:54 CEST 2015,Mon Jun 22 15:32:12 CEST 2015,Mon Jun 22 17:54:52 CEST 2015,,,,,[],{},3.2820666666666667
212,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,32VNZTT0A75ZQBNZ190QONHFWT2R4P,212,Approved,Tue Jun 23 08:12:45 CEST 2015,Mon Jun 22 15:27:00 CEST 2015,Mon Jun 22 15:32:45 CEST 2015,Mon Jun 22 17:54:53 CEST 2015,,,,,[],{},3.554483333333333
213,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,38JBBYETQOBAH7IUF3GQPGIWH4D4EQ,213,Approved,Tue Jun 23 08:12:46 CEST 2015,Mon Jun 22 15:18:27 CEST 2015,Mon Jun 22 15:32:46 CEST 2015,Mon Jun 22 17:54:53 CEST 2015,,,,,[],{},14.2516
214,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3WR9XG3T63CP8S3KSV2KJ6QFVH9747,214,Approved,Tue Jun 23 08:12:49 CEST 2015,Mon Jun 22 15:28:02 CEST 2015,Mon Jun 22 15:32:49 CEST 2015,Mon Jun 22 17:54:53 CEST 2015,,,,,[],{},4.742816666666666
215,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3SLE99ER0NESD1UZQ54QI4PKF22ZBW,215,Approved,Tue Jun 23 08:13:16 CEST 2015,Mon Jun 22 15:29:10 CEST 2015,Mon Jun 22 15:33:16 CEST 2015,Mon Jun 22 17:54:53 CEST 2015,,,,,[],{},2.95055
216,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3EICBYG644XLNRH1MJXZ5U7CEPQCJW,216,Approved,Tue Jun 23 08:13:25 CEST 2015,Mon Jun 22 15:29:42 CEST 2015,Mon Jun 22 15:33:25 CEST 2015,Mon Jun 22 17:54:53 CEST 2015,,,,,[],{},3.670733333333333
217,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3HRMW88U16RRU7S6D0H7QLXS9UNM0G,217,Approved,Tue Jun 23 08:13:56 CEST 2015,Mon Jun 22 15:29:09 CEST 2015,Mon Jun 22 15:33:56 CEST 2015,Mon Jun 22 17:54:53 CEST 2015,,,,,[],{},4.76055
218,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3NPFYT4IZC5ZZN2V598JMU06NFXGXY,218,Approved,Tue Jun 23 08:14:10 CEST 2015,Mon Jun 22 15:13:23 CEST 2015,Mon Jun 22 15:34:10 CEST 2015,Mon Jun 22 17:54:54 CEST 2015,,,,,[],{},2.3340666666666667
219,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3V5Q80FXIXSX4VNAM5G6DAH161R231,219,Approved,Tue Jun 23 08:14:36 CEST 2015,Mon Jun 22 15:30:51 CEST 2015,Mon Jun 22 15:34:36 CEST 2015,Mon Jun 22 17:54:54 CEST 2015,,,,,[],{},3.709783333333333
220,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3BGYGHDBBXL8JDRRI521U0C90NR22Q,220,Approved,Tue Jun 23 08:14:54 CEST 2015,Mon Jun 22 15:30:24 CEST 2015,Mon Jun 22 15:34:54 CEST 2015,Mon Jun 22 17:55:00 CEST 2015,,,,,[],{},4.4544
221,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3E4GGUZ1T8S30TVH7B85UWY3HNDK2U,221,Approved,Tue Jun 23 08:15:26 CEST 2015,Mon Jun 22 15:28:39 CEST 2015,Mon Jun 22 15:35:26 CEST 2015,Mon Jun 22 17:55:00 CEST 2015,,,,,[],{},6.753333333333333
222,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3XM0HYN6NK0W604DDN8ESETR809PE2,222,Approved,Tue Jun 23 08:15:32 CEST 2015,Mon Jun 22 15:26:48 CEST 2015,Mon Jun 22 15:35:32 CEST 2015,Mon Jun 22 17:55:00 CEST 2015,,,,,[],{},8.682866666666667
223,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3CCZ6YKWR7KBIUVDLXJE2UNZQ3S59M,223,Approved,Tue Jun 23 08:15:39 CEST 2015,Mon Jun 22 15:33:20 CEST 2015,Mon Jun 22 15:35:39 CEST 2015,Mon Jun 22 17:55:00 CEST 2015,,,,,[],{},2.2388166666666667
224,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3AAJC4I4FGTYVKSBEXH7GS8XN7BZJH,224,Approved,Tue Jun 23 08:15:44 CEST 2015,Mon Jun 22 15:33:18 CEST 2015,Mon Jun 22 15:35:44 CEST 2015,Mon Jun 22 17:55:00 CEST 2015,,,,,[],{},2.39825
225,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3N1FSUEFL515P14UJ856JY0BHSC4DX,225,Approved,Tue Jun 23 08:15:49 CEST 2015,Mon Jun 22 15:18:04 CEST 2015,Mon Jun 22 15:35:49 CEST 2015,Mon Jun 22 17:55:00 CEST 2015,,,,,[],{},3.5260666666666665
226,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZWFC4W1UU89ORKOLQW9FRE6LJCFR2,226,Approved,Tue Jun 23 08:16:25 CEST 2015,Mon Jun 22 15:31:03 CEST 2015,Mon Jun 22 15:36:25 CEST 2015,Mon Jun 22 17:55:01 CEST 2015,,,,,[],{},5.330916666666667
